category,question,gold_answer,acceptable_urls,distractor_urls,format,topics,partner_doc,lang,year,doc_type_raw,text_len,page_title,note
tuition,,,https://www.unitn.it/en/study/fees-scholarships-accommodation/tuition-fees/non-eu-citizens/masters-degrees-italian,,html,"tuition,scholarship,housing",,en,2025,tuition,1151,Tuition fees for master's degrees in Italian | UniTrento,
tuition,,,https://www.unitn.it/it/studiare/tasse-borse-alloggi/tasse/cittadini-non-europei/lauree-magistrali-lingua-inglese,,html,"tuition,housing",,it,2025,tuition,3993,Importo delle tasse per le lauree magistrali in lingua inglese | UniTrento,
tuition,,,https://www.unitn.it/it/studiare/dopo-lo-studio/esami-di-stato/tasse-e-contributi,,html,tuition,,it,2026,tuition,3231,Tasse e contributi per gli esami di stato | UniTrento,
scholarship,,,https://borse.unitn.it/system/files/allegati/add/annoucement_cappf_scholarships_2023_-_third_edition.pdf,,pdf,scholarship,,en,2023,pdf,2155,annoucement_cappf_scholarships_2023_-_third_edition.pdf,
scholarship,,,https://iecs.unitn.it/alfresco/download/workspace/SpacesStore/ced176a1-8fe1-4b47-a503-9c0b67f1cbd1/Scholarships_on_reserved_topics_39_I.pdf,,pdf,scholarship,,en,2023,pdf,44909,Scholarships_on_reserved_topics_39_I.pdf,
scholarship,,,https://borse.unitn.it/system/files/allegati/add/2026%20Premio%20di%20Laurea%20del%20VDI%20Italia.pdf,,pdf,scholarship,,it,2026,pdf,3155,2026 Premio di Laurea del VDI Italia.pdf,
scholarship,,,https://borse.unitn.it/borse/dipartimento-di-ingegneria-e-scienza-dellinformazione-avviso-di-selezione-il-conferimento-di-n-1-borsa-di-studio-attivita-di-ricerca-post-39,,html,scholarship,,it,2026,scholarship,1115,Dipartimento di Ingegneria e Scienza dell’Informazione - Avviso di selezione per il confer,
scholarship,,,https://borse.unitn.it/borse/dipartimento-cibio-avviso-di-selezione-il-conferimento-di-n-1-borsa-di-studio-attivita-di-ricerca-post-laurea-decreto-n-1472026,,html,scholarship,,it,2026,scholarship,1091,Dipartimento CIBIO - Avviso di selezione per il conferimento di n. 1 borsa di studio per a,
scholarship,,,https://borse.unitn.it/en/scolarships?page=19,,html,scholarship,,en,2026,scholarship,1833,Other scholarships and grants | Borse Premi UniTrento,
scholarship,,,https://borse.unitn.it/borse/dipartimento-di-ingegneria-civile-ambientale-e-meccanica-avviso-di-selezione-il-conferimento-di-n-1-borsa-di-studio-attivita-di-ricerca-post-25,,html,scholarship,,it,2026,scholarship,1119,"Dipartimento di Ingegneria Civile, Ambientale e Meccanica - Avviso di selezione per il con",
scholarship,,,https://borse.unitn.it/borse/dipartimento-di-sociologia-e-ricerca-socialebando-di-selezione-il-conferimento-di-n-2-borse-di-studio-attivita-di-ricerca-post-laurea-decreto,,html,scholarship,,it,2026,scholarship,1051,Dipartimento di Sociologia e Ricerca Sociale_Bando di selezione per il conferimento di n. ,
course,,,https://corsi.unitn.it/sites/cds/files/2024-12/regolamento-didattico-l-ingegneria-ambiente-territorio-2018.pdf,,pdf,course,,it,2024,pdf,59543,regolamento-didattico-l-ingegneria-ambiente-territorio-2018.pdf,
course,,,https://corsi.unitn.it/sites/cds/files/2026-07/regolamento-didattico-lm-energy-engineering-2026.pdf,,pdf,course,,it,2026,pdf,78253,regolamento-didattico-lm-energy-engineering-2026.pdf,
course,,,https://corsi.unitn.it/sites/cds/files/2024-12/regolamento-didattico-l-scienze-tecniche-psicologia-cognitiva-2011.pdf,,pdf,course,,it,2024,pdf,39619,regolamento-didattico-l-scienze-tecniche-psicologia-cognitiva-2011.pdf,
course,,,https://corsi.unitn.it/it/scienze-e-tecnologie-biomolecolari/studiare/presentare-il-piano-di-studio,,html,course,,it,2026,course,2708,Presentare il piano di studio | Scienze e tecnologie biomolecolari | UniTrento,
course,,,https://corsi.unitn.it/en/computer-communications-and-electronic-engineering/study/study-plan-submission,,html,course,,en,2026,course,3302,Study plan submission | Sito Corsi | UniTrento,
course,,,https://corsi.unitn.it/it/amministrazione-aziendale-e-diritto/il-corso/scheda-del-corso,,html,course,,it,2026,course,4600,Scheda del corso | Amministrazione aziendale e diritto | UniTrento,
course,,,https://corsi.unitn.it/it/biotecnologie-cellulari-e-molecolari/studiare/presentare-il-piano-di-studio,,html,course,,it,2026,course,4449,Presentare il piano di studio | Biotecnologie cellulari e molecolari | UniTrento,
course,,,https://corsi.unitn.it/it/viticoltura-ed-enologia/studiare/presentare-il-piano-di-studio,,html,course,,it,2025,course,1202,Presentare il piano di studio | Viticoltura ed enologia | UniTrento,
graduation,,,https://www.sis.unitn.it/alfresco/download/workspace/SpacesStore/13ba09b2-0218-4fea-ba09-b202187fea54/Decreto_MISS_Commissioni_laurea_e_proclamazione_appello%2021%20maggio%202026.pdf,,pdf,graduation,,it,2021,pdf,2870,Decreto_MISS_Commissioni_laurea_e_proclamazione_appello 21 maggio 2026.pdf,
graduation,,,https://corsi.unitn.it/sites/cds/files/2026-01/final-exam-regulation-meis-2025-en.pdf,,pdf,graduation,,en,2026,pdf,11270,final-exam-regulation-meis-2025-en.pdf,
graduation,,,https://corsi.unitn.it/sites/cds/files/2024-11/final-exam-regulations-master-cognitive-science-2021.pdf,,pdf,graduation,,en,2024,pdf,9207,final-exam-regulations-master-cognitive-science-2021.pdf,
graduation,,,https://corsi.unitn.it/en/quantitative-and-computational-biology/graduation/graduation-calendar,,html,graduation,,en,2026,course,2649,Graduation calendar and deadlines | Sito Corsi | UniTrento,
graduation,,,https://corsi.unitn.it/it/interfacce-e-tecnologie-della-comunicazione/laurearsi/esame-di-laurea,,html,graduation,,it,2026,course,1323,Esame di laurea | Interfacce e tecnologie della comunicazione | UniTrento,
graduation,,,https://corsi.unitn.it/it/ingegneria-edile-architettura/laurearsi/esame-di-laurea-e-late,,html,graduation,,it,2026,course,1811,Esame di laurea e laboratorio LA.TE | Ingegneria Edile | Architettura | UniTrento,
graduation,,,https://corsi.unitn.it/en/computer-science-bachelor/graduation/graduation-calendar,,html,graduation,,en,2026,course,2307,Graduation calendar and deadlines | Sito Corsi | UniTrento,
graduation,,,https://corsi.unitn.it/it/human-computer-interaction/laurearsi/esame-di-laurea,,html,graduation,,it,2026,course,1528,Esame di laurea | Human-Computer Interaction | UniTrento,
mobility,,,https://www.centro3a.unitn.it/alfresco/download/workspace/SpacesStore/7e55deb6-0bf7-4243-95de-b60bf70243bf/FAQ%20Erasmus_AB_26-27.pdf,,pdf,mobility,,it,2026,pdf,8975,FAQ Erasmus_AB_26-27.pdf,
mobility,,,https://www.unitn.it/sites/default/files/2025-07/timeline-erasmus-short-term_study.pdf,,pdf,mobility,,en,2025,pdf,1032,timeline-erasmus-short-term_study.pdf,
mobility,,,https://www.sociologia.unitn.it/node/2270,,html,mobility,,it,2024,page,8064,FAQ Erasmus application | Dipartimento di Sociologia e Ricerca Sociale,
mobility,,,https://www.unitn.it/it/internazionale/andare-allestero/docenza-e-formazione/erasmus-staff,,html,mobility,,it,2026,page,3943,Erasmus+ per lo staff | UniTrento,
mobility,,,https://www.sociologia.unitn.it/node/2273,,html,mobility,,it,2026,page,1061,Erasmus + for study | Dipartimento di Sociologia e Ricerca Sociale,
mobility,,,https://www.unitn.it/it/internazionale/andare-allestero/studio/erasmus-studio-di-lunga-durata,,html,mobility,,it,2026,page,3444,Erasmus+ per studio di lunga durata | UniTrento,
internship,,,https://corsi.unitn.it/sites/cds/files/2024-12/facsimile-relazione-fine-tirocinio-interno-viticoltura.pdf,,pdf,internship,,it,2024,pdf,1069,facsimile-relazione-fine-tirocinio-interno-viticoltura.pdf,
internship,,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/d571d15f-93ba-472a-b1d1-5f93ba472a2f/Graduatoria%20sito%20JG%201.pdf,,pdf,"admissions,internship",,it,2026,pdf,960,Graduatoria sito JG 1.pdf,
internship,,,https://www.unitn.it/it/internazionale/andare-allestero/tirocinio,,html,internship,,it,2026,page,7757,Per tirocinio | UniTrento,
internship,,,https://corsi.unitn.it/en/computer-science-master/study/internship,,html,internship,,en,2026,course,2741,Internship | Sito Corsi | UniTrento,
internship,,,https://corsi.unitn.it/en/agrifood-innovation-management/study/internship,,html,internship,,en,2026,course,4889,Internship | Sito Corsi | UniTrento,
internship,,,https://corsi.unitn.it/it/sociologia/studiare/stage-e-tirocini,,html,internship,,it,2026,course,6102,Stage e tirocini | Sociologia | UniTrento,
housing,,,https://collegioclesio.unitn.it/sites/collegioclesio.unitn.it/files/downloads/36/Regolamento_Alloggi_Clesio.pdf,,pdf,housing,,it,2026,pdf,14056,Regolamento_Alloggi_Clesio.pdf,
housing,,,https://www.unitn.it/en/study/fees-scholarships-accommodation/tuition-fees/other-fees-and-costs,,html,"tuition,scholarship,housing",,en,2026,tuition,2077,Other fees and costs | UniTrento,
housing,,,https://www.unitn.it/it/internazionale/venire-unitrento/quello-che-devi-sapere/alloggi,,html,housing,,it,2026,housing,2876,Alloggi per studenti e studentesse internazionali | UniTrento,
housing,,,https://www.unitn.it/it/studiare/tasse-borse-alloggi/tasse/cittadini-non-europei/lauree-magistrali-italiano,,html,"tuition,housing",,it,2025,tuition,1310,Importo delle tasse per le lauree magistrali in lingua italiana | UniTrento,
housing,,,https://www.unitn.it/it/studiare/servizi/alloggi/trova-casa-online,,html,housing,,it,2026,housing,802,Trova casa online | UniTrento,
services,,,https://www.biblioteca.unitn.it/alfresco/download/workspace/SpacesStore/100ae986-3dd9-496e-be81-305f7a01643d/Service%20Charter.pdf,,pdf,services,,en,2026,pdf,16311,Service Charter.pdf,
services,,,https://www.biblioteca.unitn.it/alfresco/download/workspace/SpacesStore/3056e6d8-dc24-4c59-b103-af4db8475372/CartaDeiServizi.pdf,,pdf,services,,it,2026,pdf,14537,CartaDeiServizi.pdf,
services,,,https://www.cla.unitn.it/node/875,,html,services,,it,2026,service,2776,Spanish | Centro Linguistico di Ateneo - CLA,
services,,,https://www.testcenter.unitn.it/node/11,,html,services,,it,2026,service,6098,Economics and Management | Test Center,
services,,,https://www.cla.unitn.it/en/700/extensive-courses-enrolment-dates-for-personal-reasons,,html,"admissions,services",,en,2026,service,2060,Extensive courses - enrolment dates for personal reasons | Language Centre - CLA,
services,,,https://www.cla.unitn.it/en/693/academic-writingproposal-and-dissertation-writing-courses-for-phd-students,,html,services,,en,2026,service,4803,Academic writing/Proposal and Dissertation Writing courses for Phd students | Language Cen,
bilingual,,,https://www.unitn.it/it/internazionale/andare-allestero/studio/doppia-laurea/scienze-sociali-e-umanistiche/universite-de-strasbourg|https://www.unitn.it/en/international/going-abroad/study/double-degree-and-double-title/social-sciences-and-humanities/universite-de-strasbourg,,html,,,it,2026,page,2359,Université de Strasbourg | UniTrento,page exists in IT and EN; ask in BOTH languages. Both URLs count as a hit - doc_group dedup returns only one of them.
bilingual,,,https://www.sis.unitn.it/it/lavora-con-noi|https://www.sis.unitn.it/work-with-us,,html,,,it,2026,page,6295,Lavora con noi | SSI - Scuola di Studi Internazionali,page exists in IT and EN; ask in BOTH languages. Both URLs count as a hit - doc_group dedup returns only one of them.
bilingual,,,https://www.unitn.it/it/internazionale/andare-allestero/studio/doppia-laurea/scienza-e-tecnologia/eberhard-karls-universitat-tubingen|https://www.unitn.it/en/international/going-abroad/study/double-degree/science-and-technology/eberhard-karls-universitat-tubingen,,html,,,it,2026,page,4092,Eberhard Karls Universität Tübingen | UniTrento,page exists in IT and EN; ask in BOTH languages. Both URLs count as a hit - doc_group dedup returns only one of them.
bilingual,,,https://www.cla.unitn.it/525/corsi-intensivi-date-iscrizioni-incoming|https://www.cla.unitn.it/en/713/intensive-courses-enrolment-dates-for-incoming-international-exchange-students,,html,"admissions,services",,it,2026,service,1550,Corsi intensivi - date iscrizioni incoming | Centro Linguistico di Ateneo - CLA,page exists in IT and EN; ask in BOTH languages. Both URLs count as a hit - doc_group dedup returns only one of them.
bilingual,,,https://www.unitn.it/it/internazionale/andare-allestero/docenza-e-formazione/erasmus-personale-docente|https://www.unitn.it/en/international/going-abroad/teaching-and-training/erasmusfor-teaching-staff,,html,mobility,,it,2026,page,5570,Erasmus+ per il personale docente e ricercatore | UniTrento,page exists in IT and EN; ask in BOTH languages. Both URLs count as a hit - doc_group dedup returns only one of them.
bilingual,,,https://www.unitn.it/it/internazionale/andare-allestero/studio/doppia-laurea/scienze-sociali-e-umanistiche/universita-di-jaen|https://www.unitn.it/en/international/going-abroad/study/double-degree/social-sciences-and-humanities/universita-di-jaen,,html,,,it,2026,page,2366,Università di Jaén | UniTrento,page exists in IT and EN; ask in BOTH languages. Both URLs count as a hit - doc_group dedup returns only one of them.
bilingual,,,https://borse.unitn.it/borse?page=19|https://borse.unitn.it/en/scolarships?page=19,,html,,,it,2026,scholarship,1669,Altre borse | Borse Premi UniTrento,page exists in IT and EN; ask in BOTH languages. Both URLs count as a hit - doc_group dedup returns only one of them.
bilingual,,,https://www.cla.unitn.it/514/corsi-intensivi-date-iscrizioni-motivi-personali|https://www.cla.unitn.it/en/703/intensive-courses-enrolment-dates-for-personal-reasons,,html,"admissions,services",,it,2026,service,2304,Corsi intensivi - date iscrizioni motivi personali | Centro Linguistico di Ateneo - CLA,page exists in IT and EN; ask in BOTH languages. Both URLs count as a hit - doc_group dedup returns only one of them.
bilingual,,,https://www.unitn.it/it/ateneo/equita-diversita-e-inclusione/pari-opportunita-e-identita/sportello-antiviolenza|https://www.unitn.it/en/about-us/equity-diversity-inclusion/equal-opportunities-and-identities/womens-support-service,,html,services,,it,2026,page,2497,Sportello antiviolenza per le donne dell'Ateneo | UniTrento,page exists in IT and EN; ask in BOTH languages. Both URLs count as a hit - doc_group dedup returns only one of them.
bilingual,,,https://www.unitn.it/it/talete|https://www.unitn.it/en/study/register/altre-iscrizioni/talete-honours-programme,,html,,,it,2026,page,5949,Talete - Honours Programme | UniTrento,page exists in IT and EN; ask in BOTH languages. Both URLs count as a hit - doc_group dedup returns only one of them.
temporal,,,https://borse.unitn.it/assegni-di-tutorato/dicam-dipartimento-di-ingegneria-civile-ambientale-e-meccanica-avviso-di-selezione-lattribuzione-di-assegni-di-tutorato-aa-202526,https://borse.unitn.it/en/assegni-di-tutorato/dicam-dipartimento-di-ingegneria-civile-ambientale-e-meccanica-avviso-di-selezione-lattribuzione-di-assegni-di-tutorato-aa-202526,html,,,it,2026,scholarship,1333,"DICAM - Dipartimento di Ingegneria Civile, Ambientale e Meccanica - Avviso di selezione pe",an outdated sibling is in the index; the current one must win
temporal,,,https://iecs.unitn.it/education/admission/past-calls/call-2014,https://iecs.unitn.it/education/admission/past-calls/call-2012,html,admissions,,en,2014,admissions,6060,Call for applications 2014 | Doctoral Program - Information Engineering and Computer Scien,an outdated sibling is in the index; the current one must win
temporal,,,https://corsi.unitn.it/sites/cds/files/2026-07/regolamento-didattico-lm-filosofia-linguaggi-modernita-2026.pdf,https://corsi.unitn.it/sites/cds/files/2025-10/regolamento-didattico-lm-filosofia-linguaggi-modernita-2025.pdf|https://corsi.unitn.it/sites/cds/files/2024-12/regolamento-didattico-lm-filosofia-linguaggi-modernita-2019.pdf,pdf,course,,it,2026,pdf,60035,regolamento-didattico-lm-filosofia-linguaggi-modernita-2026.pdf,an outdated sibling is in the index; the current one must win
temporal,,,https://corsi.unitn.it/sites/cds/files/2025-08/regolamento-didattico-lm-management-2025.pdf,https://corsi.unitn.it/sites/cds/files/2024-12/regolamento-didattico-lm-management-2024.pdf,pdf,course,,it,2025,pdf,62624,regolamento-didattico-lm-management-2025.pdf,an outdated sibling is in the index; the current one must win
temporal,,,https://www.disi.unitn.it/challenges/MediTech-Challenge-Chirurgia-Vascolare-2026,https://www.disi.unitn.it/challenges/MediTech-Challenge-Chirurgia-Vascolare-2024|https://www.disi.unitn.it/challenges/MediTech-Challenge-Chirurgia-Vascolare-2023,html,,,en,2026,page,1315,MediTech Challenge - Vascular Surgery 2026 - Call for Companies | Department of informatio,an outdated sibling is in the index; the current one must win
temporal,,,https://www.unitn.it/sites/default/files/2025-09/II_TRIMESTRE_2025.pdf,https://www.unitn.it/sites/default/files/2024-12/II_TRIMESTRE_2024.pdf,pdf,,,it,2025,pdf,817257,II_TRIMESTRE_2025.pdf,an outdated sibling is in the index; the current one must win
temporal,,,https://corsi.unitn.it/sites/cds/files/2025-08/regolamento-didattico-l-scienze-tecniche-psicologia-cognitiva-2025.pdf,https://corsi.unitn.it/sites/cds/files/2024-12/regolamento-didattico-l-scienze-tecniche-psicologia-cognitiva-2023.pdf,pdf,course,,it,2025,pdf,44494,regolamento-didattico-l-scienze-tecniche-psicologia-cognitiva-2025.pdf,an outdated sibling is in the index; the current one must win
temporal,,,https://iecs.unitn.it/education/admission/past-calls/call-2026-1,https://iecs.unitn.it/education/admission/past-calls/call-2025-1|https://iecs.unitn.it/education/admission/past-calls/call-2024-1|https://iecs.unitn.it/education/admission/past-calls/call-2023-1,html,admissions,,en,2026,admissions,8796,Call for application - 2026 - 1st call | Doctoral Program - Information Engineering and Co,an outdated sibling is in the index; the current one must win
temporal,,,https://corsi.unitn.it/sites/cds/files/2026-06/tabelle-lmcu-medicina-chirurgia-regolamento-2023.pdf,https://corsi.unitn.it/sites/cds/files/2025-02/tabelle-lmcu-medicina-chirurgia-regolamento-2022.pdf,pdf,,,it,2026,pdf,56471,tabelle-lmcu-medicina-chirurgia-regolamento-2023.pdf,an outdated sibling is in the index; the current one must win
temporal,,,https://www.unitn.it/sites/default/files/2026-04/FS003405202202026002.pdf,https://www.unitn.it/sites/default/files/2025-04/FS003405202202025002.pdf,pdf,,,it,2026,pdf,18803,FS003405202202026002.pdf,an outdated sibling is in the index; the current one must win
nearduplicate,,,https://www.unitn.it/sites/default/files/2024-12/Elanorazione_dati_e_grafici_I-II_trimestre_2024.pdf,https://www.unitn.it/sites/default/files/2024-12/Elanorazione_dati_e_grafici_I-II_trimestre_2023.pdf|https://www.unitn.it/sites/default/files/2024-12/Elanorazione_dati_e_grafici_I-II_trimestre_2022.pdf,pdf,,,it,2024,pdf,2987,Elanorazione_dati_e_grafici_I-II_trimestre_2024.pdf,"a near-identical sibling exists; tests whether the right version is cited, not just the right topic"
nearduplicate,,,https://corsi.unitn.it/sites/cds/files/2025-08/Mediazione%20linguistica%2C%20turismo%20e%20culture%20LM-49.pdf,https://corsi.unitn.it/sites/cds/files/2025-05/Mediazione%20linguistica%2C%20turismo%20e%20culture%20LM-49.pdf,pdf,,,it,2025,pdf,14102,Mediazione linguistica%2C turismo e culture LM-49.pdf,"a near-identical sibling exists; tests whether the right version is cited, not just the right topic"
nearduplicate,,,https://corsi.unitn.it/sites/cds/files/2025-08/Ingegneria%20industriale%20L-9.pdf,https://corsi.unitn.it/sites/cds/files/2025-05/Ingegneria%20industriale%20L-9.pdf,pdf,,,it,2025,pdf,13309,Ingegneria industriale L-9.pdf,"a near-identical sibling exists; tests whether the right version is cited, not just the right topic"
nearduplicate,,,https://corsi.unitn.it/sites/cds/files/2026-07/manifesto-l-ingegneria-civile-26-27-ord-2025-reg-2025_0.pdf,https://corsi.unitn.it/sites/cds/files/2026-07/manifesto-l-ingegneria-civile-26-27-ord-2025-reg-2026.pdf,pdf,,,it,2026,pdf,6706,manifesto-l-ingegneria-civile-26-27-ord-2025-reg-2025_0.pdf,"a near-identical sibling exists; tests whether the right version is cited, not just the right topic"
nearduplicate,,,https://webapps.unitn.it/form/it/MyUnitn/Sezione/97a94180-38ca-4e33-8640-78d3996668c5/orienta/IncontriScuole22-23-on/194621/2331,https://webapps.unitn.it/form/en/MyUnitn/Sezione/97a94180-38ca-4e33-8640-78d3996668c5/orienta/IncontriScuole22-23-on/194621/2331,html,,,it,2026,page,2040,Informazioni,"a near-identical sibling exists; tests whether the right version is cited, not just the right topic"
nearduplicate,,,https://corsi.unitn.it/sites/cds/files/2025-05/Innovation%20management%20-%20management%20dell%27innovazione%20LM-77.pdf,https://corsi.unitn.it/sites/cds/files/2025-05/Innovation%20management%20-%20management%20dell%20innovazione%20LM-77.pdf,pdf,,,it,2025,pdf,12989,Innovation management - management dell%27innovazione LM-77.pdf,"a near-identical sibling exists; tests whether the right version is cited, not just the right topic"
nearduplicate,,,https://www.unitn.it/sites/default/files/2024-12/Elenco%20degli%20acquisti%20di%20beni%20e%20servizi%20di%20importo%20unitario%20stimato%20pari%20o%20superiore%20a%2040.000%20euro%20-%20biennio%202020-21.pdf,https://www.unitn.it/sites/default/files/2024-12/Elenco%20degli%20acquisti%20di%20beni%20e%20servizi%20di%20importo%20unitario%20stimato%20pari%20o%20superiore%20a%2040.000%20euro%20-%20biennio%202019-20.pdf,pdf,,,it,2024,pdf,40707,Elenco degli acquisti di beni e servizi di importo unitario stimato pari o superiore a 40.,"a near-identical sibling exists; tests whether the right version is cited, not just the right topic"
nearduplicate,,,https://www.unitn.it/sites/default/files/2026-01/Costo_personale_non_a_tempo_indeterminato-anno_2025.pdf,https://www.unitn.it/sites/default/files/2025-01/Costo%20personale%20non%20a%20tempo%20indeterminato%20anno%202024%20.pdf,pdf,,,it,2026,pdf,1256,Costo_personale_non_a_tempo_indeterminato-anno_2025.pdf,"a near-identical sibling exists; tests whether the right version is cited, not just the right topic"
nearduplicate,,,https://borse.unitn.it/en/contracts-for-tutoring?page=7,https://borse.unitn.it/en/contracts-for-tutoring?page=9|https://borse.unitn.it/en/contracts-for-tutoring?page=8|https://borse.unitn.it/en/contracts-for-tutoring?page=3,html,,,en,2026,scholarship,2088,Contracts for tutoring | Borse Premi UniTrento,"a near-identical sibling exists; tests whether the right version is cited, not just the right topic"
nearduplicate,,,https://iecs.unitn.it/node/1402,https://iecs.unitn.it/node/1375,html,,,en,2026,page,4796,Academic Writing for the Sciences and Engineering | Doctoral Program - Information Enginee,"a near-identical sibling exists; tests whether the right version is cited, not just the right topic"
trap,,,https://borse.unitn.it/borse/dipartimento-di-ingegneria-industriale-avviso-di-selezione-il-conferimento-di-n-1-borsa-di-studio-attivita-di-ricerca-post-laurea-decreto-n-29,,html,scholarship,,it,2026,scholarship,1243,Dipartimento di Ingegneria Industriale - Avviso di selezione per il conferimento di n. 1 b,term collides with a different concept; a confident wrong answer is the risk
trap,,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/fd269f38-2ec0-4845-a69f-382ec0884521/44734541Bando%20di%20Tirocinio%20Tribunale%20di%20Rovereto%202025%201.pdf,,pdf,internship,,it,2026,pdf,6857,44734541Bando di Tirocinio Tribunale di Rovereto 2025 1.pdf,term collides with a different concept; a confident wrong answer is the risk
trap,,,https://www.unitn.it/sites/default/files/2024-11/Regolamento%20dottorato_MMSE%2030.10.2019.pdf,,pdf,,,it,2024,pdf,27739,Regolamento dottorato_MMSE 30.10.2019.pdf,term collides with a different concept; a confident wrong answer is the risk
trap,,,https://borse.unitn.it/borse/dipartimento-di-ingegneria-civile-ambientale-e-meccanica-avviso-di-selezione-il-4,,html,scholarship,,it,2026,scholarship,1194,"Dipartimento di Ingegneria Civile, Ambientale e Meccanica - Avviso di selezione per il con",term collides with a different concept; a confident wrong answer is the risk
trap,,,https://collegioclesio.unitn.it/la-residenza,,html,,,it,2026,page,1009,La residenza | Collegio Clesio,term collides with a different concept; a confident wrong answer is the risk
trap,,,https://borse.unitn.it/borse/dipartimento-cibio-avviso-di-selezione-il-conferimento-di-n-1-borsa-di-studio-attivita-di-7,,html,scholarship,,it,2026,scholarship,1125,Dipartimento CIBIO - Avviso di selezione per il conferimento di n. 1 borsa di studio per a,term collides with a different concept; a confident wrong answer is the risk
trap,,,https://borse.unitn.it/borse/dipartimento-cibio-avviso-di-selezione-il-conferimento-di-n-1-borsa-di-studio-attivita-di-ricerca-post-laurea-decreto-n-4402026,,html,scholarship,,it,2026,scholarship,1177,Dipartimento CIBIO - Avviso di selezione per il conferimento di n. 1 borsa di studio per a,term collides with a different concept; a confident wrong answer is the risk
trap,,,https://www.unitn.it/sites/default/files/2024-12/Regolamento_interno_Dottorato_INNIND_2022.pdf,,pdf,,,it,2024,pdf,24658,Regolamento_interno_Dottorato_INNIND_2022.pdf,term collides with a different concept; a confident wrong answer is the risk
trap,,,https://www.cismed.unitn.it/dottorato/collegio-docenti-e-i-loro-interessi-di-ricerca,,html,,,it,2026,page,7308,Collegio Docenti e i loro interessi di ricerca | CISMed - Centro Interdipartimentale di Sc,term collides with a different concept; a confident wrong answer is the risk
trap,,,https://www.disi.unitn.it/assegni-di-tutorato/disi-department-information-engineering-and-computer-science-call-selection-grant-tutoring-activity-aa-202526-decree-nr-4742025,,html,,,en,2026,page,1395,Import singolo assegno | Department of information engineering and computer science,term collides with a different concept; a confident wrong answer is the risk
